schid,school_name,level,gleaid,gleaname,maname,fips,lon,lat,charter,private,magnet,tps,population_school,minority_school,radius_nbrsch,count_nbrsch,population_nbrsch,minority_nbrsch,SCI_sys,glea_seg,urban,suburban,townrural
A0701561,Yeshivat Noam School,2,3412420,Paramus Public School District,New York-Northern New Jersey-Long Island NY-NJ-PA,34,-74.076251,40.93133,0,1,0,0,280,0,1,1,291,1,.2092676,.46233587,0,1,0
A1702419,Fusion Academy Englewood,2,3412420,Paramus Public School District,New York-Northern New Jersey-Long Island NY-NJ-PA,34,-74.070954,40.927241,0,1,0,0,11,1,1,1,291,1,.0007816,.46233587,0,1,0
00863384,St Peter Academy,2,3413890,River Edge School District,New York-Northern New Jersey-Long Island NY-NJ-PA,34,-74.045723,40.926407,0,1,0,0,55,12,1,7,1157,99,.2320513,.69642857,0,1,0
341389000792,Cherry Hill School,2,3413890,River Edge School District,New York-Northern New Jersey-Long Island NY-NJ-PA,34,-74.035902,40.92061,0,0,0,1,80,9,1,7,625,31,.124359,.69642857,0,1,0
341389000794,Roosevelt School,2,3413890,River Edge School District,New York-Northern New Jersey-Long Island NY-NJ-PA,34,-74.034158,40.934015,0,0,0,1,65,9,1,7,1177,89,.1435897,.69642857,0,1,0
A1101538,Sinai School At Rynj,2,3413890,River Edge School District,New York-Northern New Jersey-Long Island NY-NJ-PA,34,-74.032691,40.93044,0,1,0,0,13,0,1,7,1177,89,.0166667,.69642857,0,1,0
A1502376,Sinai School At Rynj,2,3413890,River Edge School District,New York-Northern New Jersey-Long Island NY-NJ-PA,34,-74.032691,40.93044,0,1,0,0,12,0,1,7,1177,89,.0153846,.69642857,0,1,0
K9303713,Yeshiva Of North Jersey,2,3413890,River Edge School District,New York-Northern New Jersey-Long Island NY-NJ-PA,34,-74.032691,40.93044,0,1,0,0,365,0,1,7,1177,89,.4679487,.69642857,0,1,0
00939006,The Stony Brook School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.131085,40.922637,0,1,0,0,71,0,2,3,754,35,.1217649,.19914307,0,1,0
01904832,The Laurel Hill School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.096241,40.93585,0,1,0,0,44,1,2,5,1081,69,.0452136,.19914307,0,1,0
362820003802,Arrowhead Elementary School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.071302,40.909252,0,0,0,1,105,5,2,1,938,272,.0288432,.19914307,0,1,0
362820003803,Minnesauke Elementary School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.105952,40.923878,0,0,0,1,94,5,1,1,194,17,.0099782,.19914307,0,1,0
362820003804,Nassakeag Elementary School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.107514,40.912055,0,0,0,1,100,12,1,1,194,17,.1914562,.19914307,0,1,0
362820003806,Paul J Gelinas Junior High School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.122732,40.939267,0,0,0,1,489,18,1,1,598,28,.2942002,.19914307,0,1,0
362820003807,Robert Cushman Murphy Junior High School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.113934,40.8937,0,0,0,1,473,33,2,2,640,49,.1869348,.19914307,0,1,0
362820003808,Setauket Elementary School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.109883,40.943333,0,0,0,1,109,10,1,1,598,28,.1155285,.19914307,0,1,0
362820003810,William Sidney Mount Elementary School,2,3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York-Northern New Jersey-Long Island NY-NJ-PA,36,-73.136387,40.894023,0,0,0,1,67,4,2,2,573,41,.0060804,.19914307,0,1,0
363201000050,Cuba-Rushford High School,1,3632010,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,,36,-78.270162,42.236726,0,0,0,1,1,0,2,1,368,20,.0172414,.07712766,0,0,1
363201000051,Cuba-Rushford Elementary School,1,3632010,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,,36,-78.278781,42.217908,0,0,0,1,367,20,2,1,368,20,.5,.07712766,0,0,1
A1101661,Meadow Brook,1,3632010,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,,36,-78.213981,42.264802,0,1,0,0,11,0,4,1,28,0,.1896552,.07712766,0,0,1
A9105096,Valleyview Amish School,1,3632010,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,,36,-78.174181,42.29315,0,1,0,0,17,0,3,1,34,0,.2931035,.07712766,0,0,1
01059621,St Bernadette School,1,3904420,Lancaster City,Columbus OH,39,-82.560491,39.72671,0,1,0,0,70,0,1,1,684,31,.1030658,.11112204,0,0,1
390442001129,Gorsuch West Elementary School,1,3904420,Lancaster City,Columbus OH,39,-82.627564,39.710714,0,0,0,1,594,41,2,2,1347,79,.3175709,.11112204,0,0,1
390442001130,Mt. Pleasant Elementary School,1,3904420,Lancaster City,Columbus OH,39,-82.599783,39.7217,0,0,0,1,560,29,2,2,1313,67,.0187072,.11112204,0,0,1
390442001133,Medill Elementary School,1,3904420,Lancaster City,Columbus OH,39,-82.571192,39.729952,0,0,0,1,614,31,1,2,690,31,.0026466,.11112204,0,0,1
390442001138,Tallmadge Elementary School,1,3904420,Lancaster City,Columbus OH,39,-82.611631,39.706222,0,0,0,1,580,35,2,2,1734,105,.1637219,.11112204,0,0,1
390442001139,Tarhe Trails Elementary School,1,3904420,Lancaster City,Columbus OH,39,-82.625545,39.747219,0,0,0,1,622,24,1,1,795,27,.2179647,.11112204,0,0,1
A0108633,Fairfield Christian Academy,1,3904420,Lancaster City,Columbus OH,39,-82.620951,39.73562,0,1,0,0,173,3,1,1,795,27,.1674887,.11112204,0,0,1
A1502818,Christ'S Church Christian Academy,1,3904420,Lancaster City,Columbus OH,39,-82.570351,39.73968,0,1,0,0,6,0,1,1,620,31,.0088342,.11112204,0,0,1
01059745,Blessed Sacrament School,2,3904445,Newark City,Columbus OH,39,-82.385231,40.06009,0,1,0,0,52,1,1,1,577,39,.051886,.21252237,0,1,0
01059767,St Francis De Sales School,2,3904445,Newark City,Columbus OH,39,-82.408661,40.06011,0,1,0,0,116,1,1,1,146,1,.1501708,.21252237,0,1,0
390013304183,Newark Digital Academy,2,3904445,Newark City,Columbus OH,39,-82.416731,40.06422,1,0,0,0,30,0,1,1,146,1,.046071,.21252237,0,1,0
390444501389,Wilson Middle School,2,3904445,Newark City,Columbus OH,39,-82.432196,40.057656,0,0,0,1,419,14,2,3,1044,50,.2518722,.21252237,0,1,0
390444505379,Liberty Middle School,2,3904445,Newark City,Columbus OH,39,-82.444677,40.07872,0,0,0,1,479,35,2,1,898,49,.2433654,.21252237,0,1,0
390444505383,Heritage Middle School,2,3904445,Newark City,Columbus OH,39,-82.382606,40.059074,0,0,0,1,525,38,1,1,577,39,.2566346,.21252237,0,1,0
01059053,St Bernadette Elementary School,2,3904506,Westlake City,Cleveland-Elyria-Mentor OH,39,-81.886571,41.45441,0,1,0,0,282,2,1,1,331,5,.4941412,.20743576,0,1,0
01063387,St Paul Lutheran School,2,3904506,Westlake City,Cleveland-Elyria-Mentor OH,39,-81.932231,41.46462,0,1,0,0,54,4,1,2,911,60,.020164,.20743576,0,1,0
390153905804,Albert Einstein Academy For Letters Arts And Sciences-Ohio,2,3904506,Westlake City,Cleveland-Elyria-Mentor OH,39,-81.949501,41.43756,1,0,0,0,58,16,3,6,1738,167,.3930768,.20743576,0,1,0
390450601975,Lee Burneson Middle School,2,3904506,Westlake City,Cleveland-Elyria-Mentor OH,39,-81.924038,41.455619,0,0,0,1,566,38,1,2,911,60,.0867591,.20743576,0,1,0
390450601976,Dover Intermediate School,2,3904506,Westlake City,Cleveland-Elyria-Mentor OH,39,-81.923631,41.45557,0,0,0,1,291,18,1,2,911,60,.0041744,.20743576,0,1,0
A9702697,Westside Christian Academy,2,3904506,Westlake City,Cleveland-Elyria-Mentor OH,39,-81.876261,41.45834,0,1,0,0,49,3,1,1,331,5,.0016844,.20743576,0,1,0
01057861,St Mary Of The Assumption School,2,3904549,Mentor Exempted Village,Cleveland-Elyria-Mentor OH,39,-81.333921,41.66769,0,1,0,0,97,0,2,2,1344,65,.291792,.0897001,0,1,0
390454902243,Memorial Middle School,2,3904549,Mentor Exempted Village,Cleveland-Elyria-Mentor OH,39,-81.318422,41.676077,0,0,0,1,766,35,2,1,863,35,.208208,.0897001,0,1,0
390454902245,Shore Middle School,2,3904549,Mentor Exempted Village,Cleveland-Elyria-Mentor OH,39,-81.344235,41.716095,0,0,0,1,581,30,1,1,607,33,.0488673,.0897001,0,1,0
390454902249,Ridge Middle School,2,3904549,Mentor Exempted Village,Cleveland-Elyria-Mentor OH,39,-81.358129,41.654786,0,0,0,1,481,30,2,2,583,30,.3496838,.0897001,0,1,0
A0108655,Mentor Christian School,2,3904549,Mentor Exempted Village,Cleveland-Elyria-Mentor OH,39,-81.330641,41.7165,0,1,0,0,26,3,1,1,607,33,.1014488,.0897001,0,1,0
01055605,St Veronica Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.300621,39.10142,0,1,0,0,270,4,1,1,587,38,.1041296,.2240991,0,1,0
01056813,St Bernadette School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.228666,39.028489,0,1,0,0,176,2,1,1,908,32,.0743112,.2240991,0,1,0
390463502520,Amelia Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.214964,39.03023,0,0,0,1,732,30,1,1,908,32,.079395,.2240991,0,1,0
390463502523,Brantner Lane Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.293696,39.091102,0,0,0,1,317,34,1,1,587,38,.1881538,.2240991,0,1,0
390463502524,Clough Pike Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.277405,39.084851,0,0,0,1,552,31,2,5,2215,135,.0288651,.2240991,0,1,0
390463502527,Merwin Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.260546,39.05197,0,0,0,1,473,23,2,2,1108,74,.0130125,.2240991,0,1,0
390463502528,Summerside Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.284263,39.11171,0,0,0,1,441,15,2,3,1580,84,.0803922,.2240991,0,1,0
390463502530,Willowville Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.242523,39.100731,0,0,0,1,414,11,3,2,1407,57,.1081135,.2240991,0,1,0
390463502531,Withamsville-Tobasco Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.281669,39.065502,0,0,0,1,482,47,1,1,635,51,.2363324,.2240991,0,1,0
390463504224,Holly Hill Elementary School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.197513,39.027106,0,0,0,1,324,21,2,1,1056,51,.0466486,.2240991,0,1,0
A0302501,St Thomas More School,1,3904635,West Clermont Local,Cincinnati-Middletown OH-KY-IN,39,-84.281666,39.065486,0,1,0,0,153,4,1,1,635,51,.0406458,.2240991,0,1,0
01056573,Our Lady Of The Visitation School,1,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.668191,39.14637,0,1,0,0,407,3,1,2,1521,27,.1690813,.26343803,0,1,0
390473702868,C O Harrison Elementary School,1,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.638233,39.103431,0,0,0,1,914,73,3,4,2134,383,.1737504,.26343803,0,1,0
390473702869,Charles W Springmyer Elementary School,1,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.653784,39.168727,0,0,0,1,494,33,2,4,2790,107,.0399927,.26343803,0,1,0
390473702871,Delshire Elementary School,1,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.597159,39.089701,0,0,0,1,516,61,2,3,1341,539,.2633668,.26343803,0,1,0
390473702872,John Foster Dulles Elementary School,1,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.661197,39.151771,0,0,0,1,707,23,1,2,1521,27,.1451324,.26343803,0,1,0
390473702874,Oakdale Elementary School,1,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.635024,39.161515,0,0,0,1,775,47,2,5,2620,403,.02289,.26343803,0,1,0
BB182120,Our Lady Of Visitation Church,1,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.668834,39.145623,0,1,0,0,407,1,1,2,1521,27,.1857862,.26343803,0,1,0
01056573,Our Lady Of The Visitation School,2,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.668191,39.14637,0,1,0,0,331,2,1,1,662,3,.2421793,.25375388,0,1,0
390473702722,Rapid Run Middle School,2,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.659837,39.111882,0,0,0,1,666,36,2,1,683,37,.0128584,.25375388,0,1,0
390473702867,Bridgetown Middle School,2,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.628711,39.160711,0,0,0,1,646,37,1,1,715,77,.0450231,.25375388,0,1,0
390473702870,Delhi Middle School,2,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.615796,39.104678,0,0,0,1,544,57,2,4,1409,645,.4421185,.25375388,0,1,0
BB182120,Our Lady Of Visitation Church,2,3904737,Oak Hills Local,Cincinnati-Middletown OH-KY-IN,39,-84.668834,39.145623,0,1,0,0,331,1,1,1,662,3,.2578207,.25375388,0,1,0
01193077,Our Lady Of Fatima School,1,4212030,Hopewell Area SD,Pittsburgh PA,42,-80.258588,40.584752,0,1,0,0,108,2,1,2,473,30,.1457081,.23043324,0,1,0
421203000671,Independence El Sch,1,4212030,Hopewell Area SD,Pittsburgh PA,42,-80.327763,40.545056,0,0,0,1,227,4,4,1,596,25,.3147249,.23043324,0,0,1
421203000672,Hopewell El Sch,1,4212030,Hopewell Area SD,Pittsburgh PA,42,-80.279903,40.576782,0,0,0,1,369,21,2,3,842,51,.0910772,.23043324,0,1,0
421203000674,Hopewell Jhs,1,4212030,Hopewell Area SD,Pittsburgh PA,42,-80.261941,40.590656,0,0,0,1,146,7,1,2,473,30,.0183773,.23043324,0,1,0
421203009954,Margaret Ross El Sch,1,4212030,Hopewell Area SD,Pittsburgh PA,42,-80.260625,40.592367,0,0,0,1,219,21,1,2,473,30,.4089228,.23043324,0,1,0
A0302623,Bethel Christian School,1,4212030,Hopewell Area SD,Pittsburgh PA,42,-80.40676,40.560128,0,1,0,0,10,0,3,1,403,0,.0211897,.23043324,0,0,1
01192346,Sacred Heart Of Jesus School,1,4215290,Mifflin County SD,,42,-77.573681,40.60084,0,1,0,0,65,4,1,1,623,46,.0049879,.42537955,0,0,1
01197049,Belleville Mennonite School,1,4215290,Mifflin County SD,,42,-77.726841,40.59041,0,1,0,0,75,1,2,2,114,1,.0239375,.42537955,0,0,1
01202163,Gospel Light School,1,4215290,Mifflin County SD,,42,-77.751561,40.48104,0,1,0,0,22,0,4,1,53,0,.0094308,.42537955,0,0,1
01908451,Beth El Christian Day School,1,4215290,Mifflin County SD,,42,-77.807791,40.54182,0,1,0,0,30,0,1,1,47,0,.0128602,.42537955,0,0,1
01908509,Rock Haven Christian School,1,4215290,Mifflin County SD,,42,-77.750111,40.59147,0,1,0,0,19,0,2,4,147,1,.0081448,.42537955,0,0,1
421529000784,Lewistown El Sch,1,4215290,Mifflin County SD,,42,-77.559749,40.59509,0,0,0,1,548,76,1,1,1106,118,.389269,.42537955,0,0,1
421529003196,Strodes Mills El Sch,1,4215290,Mifflin County SD,,42,-77.669296,40.546087,0,0,0,1,208,5,4,1,239,5,.0480994,.42537955,0,0,1
421529006261,East Derry El Sch,1,4215290,Mifflin County SD,,42,-77.498969,40.63092,0,0,0,1,254,5,5,1,802,81,.0678183,.42537955,0,0,1
421529007391,Indian Valley Intrmd Sch,1,4215290,Mifflin County SD,,42,-77.594143,40.689001,0,0,0,1,202,7,1,2,611,16,.0291015,.42537955,0,0,1
421529007392,Lewistown Intrmd Sch,1,4215290,Mifflin County SD,,42,-77.566268,40.594207,0,0,0,1,558,42,1,2,1171,122,.1057431,.42537955,0,0,1
421529007396,Indian Valley El Sch,1,4215290,Mifflin County SD,,42,-77.594143,40.68926,0,0,0,1,387,9,1,2,611,16,.0919801,.42537955,0,0,1
A0108874,Green Gate School,1,4215290,Mifflin County SD,,42,-77.681441,40.66021,0,1,0,0,18,0,1,1,41,0,.0077161,.42537955,0,0,1
A0502992,Green Lane School,1,4215290,Mifflin County SD,,42,-77.673801,40.649051,0,1,0,0,23,0,1,2,56,0,.0098595,.42537955,0,0,1
A0503023,Kisk Creek School,1,4215290,Mifflin County SD,,42,-77.689041,40.606405,0,1,0,0,20,0,1,1,60,2,.0085735,.42537955,0,0,1
A0503059,Mountain View School,1,4215290,Mifflin County SD,,42,-77.723949,40.631642,0,1,0,0,15,0,2,1,31,0,.0064301,.42537955,0,0,1
A0701972,Orchard Side School,1,4215290,Mifflin County SD,,42,-77.804332,40.525436,0,1,0,0,17,0,1,1,34,0,.0072874,.42537955,0,0,1
A0902702,Allison Gap School,1,4215290,Mifflin County SD,,42,-77.798559,40.567785,0,1,0,0,18,0,2,4,109,0,.0077161,.42537955,0,0,1
A0902714,Barrville Amish School,1,4215290,Mifflin County SD,,42,-77.665593,40.669737,0,1,0,0,17,0,1,1,30,0,.0072874,.42537955,0,0,1
A0903043,Mifflin Co Christian Academy,1,4215290,Mifflin County SD,,42,-77.411841,40.67172,0,1,0,0,34,0,7,3,314,5,.0145749,.42537955,0,0,1
A0903185,Soft Run School,1,4215290,Mifflin County SD,,42,-77.754023,40.609769,0,1,0,0,17,0,1,1,33,0,.0072874,.42537955,0,0,1
A1102009,Coffee Run School,1,4215290,Mifflin County SD,,42,-77.656253,40.664699,0,1,0,0,13,0,1,1,30,0,.0055727,.42537955,0,0,1
A1302722,Church Lane Amish School,1,4215290,Mifflin County SD,,42,-77.57848,40.693836,0,1,0,0,15,0,1,1,37,0,.0064301,.42537955,0,0,1
A1503442,Stony Hill School,1,4215290,Mifflin County SD,,42,-77.588218,40.684623,0,1,0,0,22,0,1,3,626,16,.0094308,.42537955,0,0,1
A1703046,Ka Vee Amish School,1,4215290,Mifflin County SD,,42,-77.786394,40.579366,0,1,0,0,20,0,1,1,41,0,.0085735,.42537955,0,0,1
A1703070,Living Springs Christian School,1,4215290,Mifflin County SD,,42,-77.705394,40.500834,0,1,0,0,31,0,4,2,261,5,.0132889,.42537955,0,0,1
A1703086,Meadow View Amish School,1,4215290,Mifflin County SD,,42,-77.712561,40.59851,0,1,0,0,20,0,2,3,155,3,.0085735,.42537955,0,0,1
A1703209,Sunnyview School,1,4215290,Mifflin County SD,,42,-77.548347,40.728099,0,1,0,0,23,0,4,1,38,0,.0098595,.42537955,0,0,1
A9105934,Pleasant View School,1,4215290,Mifflin County SD,,42,-77.667241,40.64777,0,1,0,0,15,0,1,1,38,0,.0064301,.42537955,0,0,1
A9105937,Poplar Grove School,1,4215290,Mifflin County SD,,42,-77.786394,40.579366,0,1,0,0,21,0,1,1,41,0,.0090021,.42537955,0,0,1
A9105987,Shady Grove School,1,4215290,Mifflin County SD,,42,-77.827441,40.537474,0,1,0,0,17,0,2,4,100,0,.0072874,.42537955,0,0,1
A9106042,Sunnyside School,1,4215290,Mifflin County SD,,42,-77.801026,40.536528,0,1,0,0,17,0,1,2,64,0,.0072874,.42537955,0,0,1
A9106074,Valley View Christian School,1,4215290,Mifflin County SD,,42,-77.700481,40.612452,0,1,0,0,40,2,1,1,60,2,.0007211,.42537955,0,0,1
A9106090,Waynesburg School,1,4215290,Mifflin County SD,,42,-77.780941,40.555413,0,1,0,0,20,0,2,4,96,0,.0085735,.42537955,0,0,1
A9106102,White Hall School,1,4215290,Mifflin County SD,,42,-77.771063,40.586756,0,1,0,0,20,0,2,4,97,0,.0085735,.42537955,0,0,1
A9106125,Woodland School,1,4215290,Mifflin County SD,,42,-77.629821,40.69192,0,1,0,0,17,0,2,1,36,0,.0072874,.42537955,0,0,1
A9503494,Clear View School,1,4215290,Mifflin County SD,,42,-77.74487,40.619529,0,1,0,0,16,0,1,1,33,0,.0068588,.42537955,0,0,1
A9703048,Shady Acre School,1,4215290,Mifflin County SD,,42,-77.607471,40.70192,0,1,0,0,19,0,2,4,647,16,.0081448,.42537955,0,0,1
01198596,Linville Hill Christian School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.060631,39.97271,0,1,0,0,162,6,2,1,215,6,.03376,.6026751,0,0,1
01199851,Meadow View School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.150745,40.039619,0,1,0,0,19,0,1,4,184,4,.0096234,.6026751,0,0,1
01199986,Weavertown Mennonite School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.162001,40.04545,0,1,0,0,117,4,1,3,175,4,.0270651,.6026751,0,0,1
01200133,Hickory Grove School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.106351,40.0213,0,1,0,0,20,0,1,1,444,80,.0101298,.6026751,0,1,0
01907538,Beaver Dam Amish School/Abnew Kauffman Chairman,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.953386,40.047706,0,1,0,0,23,0,2,3,108,0,.0116493,.6026751,0,0,1
01907786,Irishtown School C/O Samuel Stoltzfus,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.144801,40.0241,0,1,0,0,23,0,1,1,40,0,.0116493,.6026751,0,1,0
01907822,Limeville Amish School,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.980748,40.007357,0,1,0,0,14,0,1,1,32,0,.0070909,.6026751,0,0,1
01908021,Spring Garden Parochial School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.033071,40.04168,0,1,0,0,17,0,1,1,30,0,.0086104,.6026751,0,0,1
421890002647,Paradise El Sch,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.107249,40.00802,0,0,0,1,424,80,1,1,444,80,.4291371,.6026751,0,1,0
421890002648,Salisbury El Sch,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.004566,40.018241,0,0,0,1,270,9,1,1,286,9,.0643153,.6026751,0,0,1
A0108970,Peach Lane School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.113544,39.955936,0,1,0,0,19,0,2,1,39,0,.0096234,.6026751,0,0,1
A0108974,Pequea Christian School,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.96294,40.029727,0,1,0,0,47,0,1,1,70,0,.0238051,.6026751,0,0,1
A0108994,Red Hill Parochial School,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.975266,40.073046,0,1,0,0,13,0,2,1,28,0,.0065844,.6026751,0,0,1
A0503058,Mountain Side School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.090421,39.98247,0,1,0,0,16,0,3,8,740,96,.0081039,.6026751,0,0,1
A0503112,Shady Glade School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.076318,40.021054,0,1,0,0,13,0,2,5,107,0,.0065844,.6026751,0,0,1
A0701975,Paradise Lane School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.147264,40.004638,0,1,0,0,13,0,2,3,67,0,.0065844,.6026751,0,0,1
A0902762,Cattail Parochial School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.069661,40.03703,0,1,0,0,19,0,1,1,37,0,.0096234,.6026751,0,0,1
A0903301,Windy Valley School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.074371,40.060091,0,1,0,0,11,0,1,1,34,0,.0055714,.6026751,0,0,1
A1101921,Blackhorse School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.119897,39.993827,0,1,0,0,14,0,1,1,33,10,.0070909,.6026751,0,0,1
A1101997,Smiling Ridge School @ Isaac S Stoltzers,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.031767,40.029921,0,1,0,0,13,0,1,1,30,0,.0065844,.6026751,0,0,1
A1302656,Amish Road School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.039715,40.012009,0,1,0,0,22,0,2,4,82,0,.0111428,.6026751,0,0,1
A1302787,Meadow Springs School/Elam Stoltzfus Secretary,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.014136,40.003031,0,1,0,0,15,0,2,3,323,9,.0075974,.6026751,0,0,1
A1302884,Meadowbrook Parochial,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.114344,40.043675,0,1,0,0,21,0,1,2,72,1,.0106363,.6026751,0,0,1
A1303031,Summitview Christian School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.103003,40.038148,0,1,0,0,30,1,1,4,113,1,.0071461,.6026751,0,1,0
A1303081,Waterloo Amish School/Emanuel Stoltzfus Chairman,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.953115,40.029977,0,1,0,0,23,0,1,1,70,0,.0116493,.6026751,0,0,1
A1503148,Buena Vista Amish School Elam H Stoltzfus,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.979471,40.02129,0,1,0,0,18,0,1,2,43,0,.0091169,.6026751,0,0,1
A1503178,Colonial Amish School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.080961,40.04191,0,1,0,0,18,0,1,2,60,0,.0091169,.6026751,0,0,1
A1503244,Harvest Lane Amish School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.141273,40.044631,0,1,0,0,13,0,1,2,45,0,.0065844,.6026751,0,0,1
A1503328,Meadowbrook Parochial,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.113528,40.044153,0,1,0,0,21,0,1,2,72,1,.0106363,.6026751,0,0,1
A1503474,Verdant Valley School/Mervin Stoltzfus Secretary,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.961563,40.060647,0,1,0,0,15,0,2,2,51,0,.0075974,.6026751,0,0,1
A1703003,Clearview School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.132352,40.027574,0,1,0,0,17,0,1,2,54,0,.0086104,.6026751,0,0,1
A1703133,Pleasant Grove School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.050299,40.040966,0,1,0,0,17,0,1,1,33,0,.0086104,.6026751,0,0,1
A1703207,Sunny View School,1,4218900,Pequea Valley SD,Lancaster PA,42,-75.953798,40.099935,0,1,0,0,15,0,2,3,74,0,.0075974,.6026751,0,0,1
A1703250,Windy Valley,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.089421,40.06181,0,1,0,0,11,0,1,2,53,0,.0055714,.6026751,0,0,1
A9105536,Centerville Amish School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.113801,40.05866,0,1,0,0,16,0,1,1,31,0,.0081039,.6026751,0,0,1
A9105582,Countryside School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.126561,40.06412,0,1,0,0,15,0,1,1,31,0,.0075974,.6026751,0,0,1
A9105694,Harristown School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.119897,39.993827,0,1,0,0,19,10,1,1,33,10,.0708629,.6026751,0,0,1
A9105696,Harvest Lane School,1,4218900,Pequea Valley SD,Lancaster PA,42,-76.141273,40.044631,0,1,0,0,13,0,1,2,45,0,.0065844,.6026751,0,0,1
