schoolid,lon,lat,population,compareMedian
010078000318,-85.5719239999999957,33.648138000000003,122,below
010078000319,-85.4364149999999967,33.7321870000000033,36,below
010078000320,-85.6350500000000068,33.5234620000000021,31,below
010078000321,-85.3465190000000007,33.5233729999999994,172,below
010078001671,-85.5726379999999978,33.6461529999999982,211,below
010081000323,-86.169864000000004,31.2212940000000003,118,below
010081000327,-86.0105829999999969,31.5672689999999996,185,below
010081001494,-85.9347439999999949,31.3802519999999987,110,below
010081001748,-85.9223649999999992,31.3930329999999991,65,below
010084000331,-87.963871999999995,34.7695429999999988,38,below
010084000333,-87.9633039999999937,34.7656599999999969,75,below
010084000334,-87.5244239999999962,34.6955329999999975,126,below
010084000335,-87.6985470000000049,34.6687950000000029,168,below
010084000336,-87.483815000000007,34.7571030000000008,23,below
010084000338,-87.5234430000000003,34.697814000000001,37,below
010084000341,-87.7808179999999965,34.6430059999999997,11,below
010084001658,-87.7009180000000015,34.669556,60,below
010087000344,-87.0313050000000033,31.2972029999999997,50,above
010087000345,-86.9726830000000035,31.4267840000000014,1,below
010087000347,-86.9866049999999973,31.5416099999999986,49,above
010087000348,-86.9515260000000012,31.4232709999999997,186,above
010087000350,-87.2345229999999958,31.4114930000000001,46,above
010087001766,-86.9371660000000048,31.4311700000000016,1,above
010093000359,-86.2449610000000035,31.329661999999999,49,below
010093000360,-86.3367910000000052,31.0027940000000015,76,below
010093000361,-86.6128159999999951,31.1583809999999986,132,below
010093000362,-86.6128199999999993,31.4027299999999983,97,below
010093000364,-86.3567319999999938,31.0155290000000008,24,below
010093001672,-86.416963999999993,31.3877850000000009,307,below
010093002167,-86.6128199999999993,31.4027299999999983,53,below
010096000365,-86.255556999999996,31.5910329999999995,141,below
010096000367,-86.3135110000000054,31.9530150000000006,181,below
010096000368,-86.2755539999999996,31.7134689999999999,209,below
010099000369,-86.8442979999999949,34.1848019999999977,455,below
010099000371,-86.8358829999999955,34.173566000000001,122,below
010099000372,-86.8578219999999988,34.1729550000000018,125,below
010102000373,-86.6104169999999982,34.2680950000000024,108,below
010102000375,-87.031367000000003,33.9820029999999989,212,below
010102000400,-86.6878590000000031,34.2559770000000015,288,below
010102000413,-86.8799810000000008,34.1035189999999986,318,below
010102000420,-86.7610229999999945,34.0606440000000035,284,below
010102000453,-86.8656900000000007,34.2428250000000034,240,below
010102000459,-86.9649689999999964,34.2326120000000032,396,below
010102001676,-87.0684629999999942,34.142628000000002,45,below
010102002132,-86.6186450000000008,34.1771979999999971,256,below
010105000281,-85.5515730000000048,31.5588419999999985,79,below
010105000388,-85.7216310000000021,31.6024950000000011,176,below
010105000390,-85.5508569999999935,31.558955000000001,129,below
010105000392,-85.5957319999999982,31.329975000000001,30,below
010105000393,-85.5469460000000055,31.3163389999999993,325,below
010108000394,-85.7102730000000008,31.3160099999999986,173,below
010108001767,-85.7151420000000002,31.3100190000000005,87,below
010111000395,-86.9604669999999942,32.4247719999999973,28,above
010111000401,-86.9251019999999954,32.6531069999999986,20,below
010111000402,-87.235714999999999,32.2925380000000004,112,above
010111000408,-87.0161549999999977,32.3708839999999967,262,above
010111000409,-86.9835499999999939,32.497396000000002,87,below
010111000814,-86.9835690000000028,32.4986930000000029,271,above
010114000411,-85.8665680000000009,34.256177000000001,213,above
010114000415,-85.9035360000000026,34.4487129999999979,225,below
010114000416,-86.0031859999999995,34.3510369999999981,282,below
010114000418,-85.7680189999999953,34.6351039999999983,85,below
010114000419,-85.6754009999999937,34.7121830000000031,179,below
010114000421,-85.5690919999999977,34.5668009999999981,16,below
010114000422,-85.8218609999999984,34.4836489999999998,273,below
010114000423,-85.7391729999999939,34.3539639999999977,56,below
